citys                                      ,content                                                                                                                                                                                                                                                                                                                                                                          ,evaluate,labs,nams           ,scores,times          ,user_info                                                          ,votes
['山东青岛']                                   ,不算完美，但算是圆满的结局。陪伴11年，又一个时代落幕了。谢谢你，钢铁侠，真的，不管是漫威还是观众，都应该谢谢你。然后，辛苦了，美队，这是你应得的。虽然有不舍，但是每个角色都应该没有遗憾了，人物的弧光完成。最后，不管是惊奇队长还是其他角色，以目前的状态来看，撑不起下一个十年，因为没有一个角色的魅力能比得上初代A6。嗯，博士也不行。                                                                                                                                                                                                           ,推荐      ,看过  ,老阿飞—故园         ,['40'],2019/4/28 16:21,"['laoafei ', ' 2006-01-08加入']"                                    ,1
['江苏苏州']                                   ,我曾经拥有过什么，现在我就失去了什么。I am Ironman. 十年漫威，再见青春。三千遍，爱你怎么够。你拥有一颗温暖的心，你是我永远的英雄。虽然我在博士伸出1根手指的时候想竖中指，虽然我哭得不能自已，但我知道这是你的高光时刻这必定是你的选择，可为什么从始至终那个牺牲的人必须是你。最后两句话：wcnm，漫威杀我。看的时候头脑发热，回头一想原来吃了三小时的?。                                                                                                                                                                                            ,力荐      ,看过  ,小小小小歪儿         ,['50'],2019/4/24 3:26 ,"['146974072 ', ' 2016-06-12加入']"                                  ,9
"['Zürich, Switzerland']"                  ,Thanos: SHADOWS DIE TWICE! Iron Man: ME TOO! Captain: HAIL HYDRA!                                                                                                                                                                                                                                                                                                                ,推荐      ,看过  ,文泽尔            ,['40'],2019/4/25 11:07,"['wenzel ', ' 2007-08-20加入']"                                     ,6
[]                                         ,全场MVP：老鼠。                                                                                                                                                                                                                                                                                                                                                                        ,推荐      ,看过  ,二胡游            ,['40'],2019/4/24 6:06 ,"['69327335 ', ' 2013-02-21加入']"                                   ,9
['江苏徐州']                                   ,挺好的收官之战了 有资源了再看一遍中文版的                                                                                                                                                                                                                                                                                                                                                            ,力荐      ,看过  ,佐德将军           ,['50'],2019/4/24 17:36,"['103619939 ', ' 2014-10-21加入']"                                  ,11
['湖北武汉']                                   ,桥段多梗多，黄洞全开时沸腾，诚意和惊喜都够。脂肪应该可以发电，过程中我一直觉得可以瞬间复原，果然减脂很难。鼓掌好几波，尖叫好几波。                                                                                                                                                                                                                                                                                                                ,力荐      ,看过  ,Ston3s         ,['50'],2019/4/24 3:46 ,"['Ston3s ', ' 2006-12-06加入']"                                     ,10
['上海']                                     ,所有英雄都應該經歷一次時間旅行，面對自己的愛與懼，在淚水和歡樂中脫繭而出；所有的英雄宇宙都應該有一次時間穿越的故事，讓粉絲們瞬間穿越數十年重溫自己與夢想共渡的時光而淚如泉湧。「復仇者」們象征著美國夢的勇氣與良心，十年的光景鏡頭內外的「潛規則」也發生了天壤之別，在「終局大戰」中煞費苦心的英雄出場、走位與組局，處處顯示出「政治正確」的小心翼翼。                                                                                                                                                                                                      ,力荐      ,看过  ,451?°F?        ,['50'],2019/4/24 21:55,"['wanger0619 ', ' 2007-12-02加入']"                                 ,5
['北京']                                     ,如果说复联3是完整的灭霸传，那么复联4则是一场回馈和自我致敬，给足了MCU观众所有想要的东西。虽然中段有点混乱，但足量的感情线描绘，还是让我们十年来对这些血肉丰满的角色积累的情感得以倾泻而出。最后的决战场面，其呈现和效果都堪比指环王的圣盔谷之战，零点场粉丝的欢呼声一浪高过一浪。电影史上最庞大的项目有这么一个结局，已然超乎想象，给罗素兄弟和凯文费奇respect。//二刷最大感受是，最后的跑酷大场面其实就是个橄榄球赛嘛，100% American style. 不过还是配得上magnificent ending了。                                                                                                              ,力荐      ,看过  ,DreamReaver    ,['50'],2019/4/24 3:56 ,"['a_lying_eight ', ' 2011-02-11加入']"                              ,8
['北京']                                     ,十一年，一个循环，谢谢漫威。让我在无聊的人生中做了一个美梦，始于钢铁侠，终于钢铁侠。希望我们终有一日能在漫威宇宙中相遇。                                                                                                                                                                                                                                                                                                                     ,力荐      ,看过  ,阿猫头            ,['50'],2019/4/24 2:56 ,"['suyizhuxiu ', ' 2007-07-13加入']"                                 ,7
['湖北武汉']                                   ,不得不说，我在电影院哭的稀里哗啦。二刷imax。感谢灭霸，集结了整个漫威宇宙。另外，我为什么没看惊奇队长？？！！                                                                                                                                                                                                                                                                                                                         ,力荐      ,看过  ,michelle       ,['50'],2019/4/24 3:45 ,"['25579137 ', ' 2009-11-18加入']"                                   ,13
['北京']                                     ,好看！看它！昂不离唔抱！个别角色还没认齐，但是依然觉得很棒～个别镜头惹人泪目，有感动也有震撼～                                                                                                                                                                                                                                                                                                                                  ,力荐      ,看过  ,脑洞大开桃鲜鲜        ,['50'],2019/4/24 20:00,"['winnielikescola ', ' 2009-05-02加入']"                            ,3
['山西太原']                                   ,真的不出彩，不过从21岁看到29岁                                                                                                                                                                                                                                                                                                                                                                ,推荐      ,看过  ,比烟花寂寞          ,['40'],2019/5/4 3:03  ,"['63633595 ', ' 2012-08-05加入']"                                   ,0
['山东聊城']                                   ,"我爱你三千遍！
i am iron man！"                                                                                                                                                                                                                                                                                                                                                                  ,力荐      ,看过  ,拉链             ,['50'],2019/4/24 2:49 ,"['152363803 ', ' 2016-10-11加入']"                                  ,7
['北京']                                     ,看完想大哭一场，不只是看不到钢铁侠、美队和黑寡妇了，就感觉十年就这么过去了。如果给复联里英雄排个序，最爱寡姐和美队，然后是鹰眼和幻视，期待他们的单体电影，当然还是会看下去。                                                                                                                                                                                                                                                                                           ,力荐      ,看过  ,不脱袜子同学         ,['50'],2019/4/25 1:57 ,"['lelio ', ' 2008-09-07加入']"                                      ,3
"['London, United Kingdom']"               ,从“粉丝捧场，大众惨淡”开始，到“粉丝辱骂，大众嗨翻”结束。漫威电影宇宙已经成为了震撼全球的文化现象，是一代人的影像记忆，是最时下的政治寓言，早就不可能回到“只拍给死忠粉丝看”的过去。一些死忠粉丝再无法接受这部电影对自己深爱的人物不尽如人意的塑造，也没办法对抗大众对好故事的渴望：好的故事不会是合家欢的故事。好的故事总是充满颓丧，悲情，苦痛，难堪。好的故事需要有“人性”的人物，而不是完美的“神”。                                                                                                                                                                          ,力荐      ,看过  ,24伪学术女壮士       ,['50'],2019/4/25 14:12,"['52363002 ', ' 2011-06-15加入']"                                   ,7
[]                                         ,too many emotions and it is all worth it.                                                                                                                                                                                                                                                                                                                                        ,力荐      ,看过  ,奋勇向前草履虫        ,['50'],2019/4/24 3:06 ,"['fallnnino ', ' 2012-05-05加入']"                                  ,5
['山东青岛']                                   ,漫威春晚，漫长的告别。                                                                                                                                                                                                                                                                                                                                                                      ,推荐      ,看过  ,安东             ,['40'],2019/4/28 21:54,"['smokey ', ' 2005-11-01加入']"                                     ,5
['北京']                                     ,买一送一百，花一部电影的钱看一百个超级英雄。基本上就是温情与伤感齐飞的粉丝向电影吧。好舍不得这个时代的落幕，但漫威没让我们像《金刚狼3》那样看到英雄白发已经很仁慈了。                                                                                                                                                                                                                                                                                              ,推荐      ,看过  ,littletwo      ,['40'],2019/4/24 23:47,"['littletwo ', ' 2007-07-07加入']"                                  ,4
['湖北武汉']                                   ,感谢漫威成全了初代超英所有的遗憾回忆和过往，盾佩一梦七十年，铁人重遇父亲诉衷肠、雷神与母亲的伤别离。终战实力诠释什么是真正的神仙打架，比瓦坎达大战更振奋人心百倍。寡姐献身，美队隐退，铁人终结，属于他们这一代人的传奇终究是要落幕了。“l am ironman ”。                                                                                                                                                                                                                                              ,力荐      ,看过  ,张苑希            ,['50'],2019/4/24 18:07,"['79221774 ', ' 2013-10-21加入']"                                   ,5
['北京']                                     ,重逢与离别，绝望与希望，悔恨与救赎，在时间的漩涡中，我们体会着情感的复杂与伟大。“只要人们仍旧怀念过去，他们就不愿走向未来，而是在当下选择反抗”，fight for memory。                                                                                                                                                                                                                                                                                       ,推荐      ,看过  ,Saltimbanques  ,['40'],2019/4/24 13:57,"['alwaysforyou ', ' 2010-02-26加入']"                               ,7
['北京']                                     ,复仇者联盟两大元老，一人用完无限手套化作尘土，另一人用完雷神之锤解甲归田。除了各种前作电影梗和超重量级漫画梗的化用以外，居然还特地致敬了一把The Big Lebowski，简直处处惊喜。当代神话感和厚重感在不觉间竟已构筑得如此到位，系列中纵有不尽如人意之处，如今也算是迎来一个perfect ending了。                                                                                                                                                                                                                      ,力荐      ,看过  ,Andrew         ,['50'],2019/4/26 1:20 ,"['Seraph_Fox ', ' 2010-08-21加入']"                                 ,3
['北京']                                     ,其实不如上一部，但是交待得很漂亮了。漫威对粉丝是真好，轻轻松松再战十年。                                                                                                                                                                                                                                                                                                                                             ,推荐      ,看过  ,鬼腳七            ,['40'],2019/4/24 13:15,"['pedant ', ' 2009-05-27加入']"                                     ,3
"['Sydney, Australia']"                    ,"It is a decent goodbye, thank you all."                                                                                                                                                                                                                                                                                                                                         ,力荐      ,看过  ,巨米雨            ,['50'],2019/4/24 17:23,"['rainleo410818 ', ' 2006-04-27加入']"                              ,6
['广东中山']                                   ,不管你们信不信 3个小时看下来惊奇队长是颜值最高的。                                                                                                                                                                                                                                                                                                                                                       ,推荐      ,看过  ,色烈芬_           ,['40'],2019/4/25 15:21,"['69475039 ', ' 2013-02-24加入']"                                   ,6
['北京']                                     ,语塞+词穷……废柴联盟专注客串MCU十周年……                                                                                                                                                                                                                                                                                                                                                          ,力荐      ,看过  ,OCT IO≯        ,['50'],2019/4/25 22:02,"['W3IQ7 ', ' 2009-11-09加入']"                                      ,4
"['Melbourne, Australia']"                 ,从大学时候开始每次都要穿应援T恤熬夜看首映，到现在都被剧透干净了才缓缓走向电影院，曾经多么痴迷漫威，现在也已长大到对超级英雄逐渐失去憧憬，能活在漫威的时代真幸福啊！接下来我就和我最爱的英雄一起告别漫威吧。（遗憾：打斗戏少，新装甲少，找宝石不够紧张刺激                                                                                                                                                                                                                                                    ,推荐      ,看过  ,二丁目艺仔          ,['40'],2019/5/7 14:27 ,"['yancm ', ' 2010-06-15加入']"                                      ,5
['上海']                                     ,我就想知道美国队长回去送石头，带着戳子去的，回来时候锤子怎么没有了？                                                                                                                                                                                                                                                                                                                                               ,推荐      ,看过  ,猫觅             ,['40'],2019/4/27 13:35,"['tommy723 ', ' 2007-12-26加入']"                                   ,1
['上海']                                     ,看《复联3》的时候，刚高考完，和前任也没分手，分数下来，考的很好。走出电影院，感觉自己什么都有了，但是复联的英雄们却没了。现在我走出播放着《复联4》片尾曲的影厅，看着家乡皎皎的明月，想起和前任看电影时的那些拥抱与吻，想起了离开我的那个亲人，想起了自己目前颓丧而无目标的生活。复联的英雄们回来了，我却感觉自己什么都没了。                                                                                                                                                                                                                  ,推荐      ,看过  ,丧钟为谁而鸣         ,['40'],2019/5/2 22:29 ,"['180422560 ', ' 2018-06-28加入']"                                  ,6
"['Cartagena, Colombia']"                  ,1. 托尼·斯塔克有一颗温暖的心。2.队长盾牌碎了，队长可以举起锤子。                                                                                                                                                                                                                                                                                                                                              ,力荐      ,看过  ,Howey          ,['50'],2019/4/24 2:58 ,"['liai ', ' 2009-02-17加入']"                                       ,10
['上海']                                     ,盯得久了，总归是有些动人的。“I am iron man”，钢铁侠的始与终，最让人唏嘘。主线上的时间穿越逻辑乱成一锅粥，到最后几乎是不能带脑子去看了。没有宝石的灭霸原来是会被惊奇队长和红女巫压着打的，这宇宙的总体实力也不过如此嘛。从最终归宿上看，钢铁侠、寡姐和美队算是真正意义上的核心，罗素兄弟则彻底被复联的两部终章给吞噬了                                                                                                                                                                                                               ,推荐      ,看过  ,索尔之锤           ,['40'],2019/4/27 19:38,"['74937470 ', ' 2013-07-06加入']"                                   ,0
['上海']                                     ,类型片逻辑是张大型画皮，内在真正推动这个系列走到这一步并完成整个封顶叙事的其实是基于美式家庭格局的情感逻辑。某人陨落那场戏写得非常高级，与驱动情感的触点一样精准高效。                                                                                                                                                                                                                                                                                              ,推荐      ,看过  ,獨孤島主           ,['40'],2019/5/9 23:45 ,"['jywpl ', ' 2006-08-09加入']"                                      ,4
[]                                         ,It is truly an end of an era. I am Iron Man.                                                                                                                                                                                                                                                                                                                                     ,力荐      ,看过  ,豆瓣酱里的鸽子        ,['50'],2019/4/24 21:19,"['3000313 ', ' 2008-10-03加入']"                                    ,3
['四川成都']                                   ,一段关系最有价值的部分，是见证彼此成长。一段观影旅程也是，银幕内外主角与观众互为照映，这种陪伴也是人生的意义所在。当超级英雄电影与现实的平凡生活合二为一，这已经不是简单的情怀，而是一枚情感核弹。这是一场声势浩大的漫长告别，告别过去的自己，逝去的家人，惨败的曾经，超级英雄们的情感脆弱面，在上一部的悲壮之后，走向了伤感。个人情感的极致表达，自我成就的无限演绎，弥补了整个漫威电影的精神内核。“生命中唯一的永恒就是生命的无常”                                                                                                                                                              ,力荐      ,看过  ,蒜 | BOY A?     ,['50'],2019/4/26 15:41,"['movie007wn ', ' 2006-10-07加入']"                                 ,4
['广东深圳']                                   ,大概这是第一部杀进豆瓣TOP250的漫威电影，其意义相当于陪伴我们一起成长的《哈利波特与死亡圣器（下）》，不舍告别。                                                                                                                                                                                                                                                                                                                       ,推荐      ,看过  ,Z星驰007         ,['40'],2019/4/24 7:57 ,"['Zxingchi007 ', ' 2015-12-30加入']"                                ,9
['福建泉州']                                   ,我现在没法冷静的评价的评价这部电影，因为失望和感动的地方很多，但有一点很肯定，迪士尼和两位导演都是功利心非常强的人，他们知道观众的笑点和泪点在哪，所以可以直接忽略剧情逻辑往里面搪塞能带来爆点的东西                                                                                                                                                                                                                                                                               ,力荐      ,看过  ,萨利图            ,['50'],2019/4/24 3:33 ,"['131733366 ', ' 2015-07-20加入']"                                  ,18
['北京']                                     ,所以钢铁侠他爸到底换没换演员？美队偷了一个盾是不是另一个美队就没有盾了？美队怎么把雷神之锤送回阿斯加德？                                                                                                                                                                                                                                                                                                                             ,力荐      ,看过  ,哔哔哔哔           ,['50'],2019/4/24 3:35 ,"['shiJayyongheng ', ' 2009-10-25加入']"                             ,16
['Greenland']                              ,当他看到她的时候，仿佛瞬间经历了整个人生，心里很平静。                                                                                                                                                                                                                                                                                                                                                      ,推荐      ,看过  ,[已注销]等6人       ,['40'],2019/4/27 22:01,"['atreides1030 ', ' 2009-12-05加入']"                               ,5
['浙江湖州']                                   ,一泡尿憋不住了，中途去上了个厕所，结果，什么？美队能使雷神锤了？？？                                                                                                                                                                                                                                                                                                                                               ,推荐      ,看过  ,静静的投资          ,['40'],2019/4/24 14:37,"['67876993 ', ' 2013-01-06加入']"                                   ,3
['天津']                                     ,虽然槽点无数但还是T.T                                                                                                                                                                                                                                                                                                                                                                     ,推荐      ,看过  ,会飞的石头          ,['40'],2019/4/27 0:31 ,"['goodstone ', ' 2006-03-10加入']"                                  ,1
['黑龙江伊春']                                  ,谢谢你们，青春有你们陪伴，我很感动～雷神见妈妈那里真的没忍住                                                                                                                                                                                                                                                                                                                                                   ,力荐      ,看过  ,半岛铁盒的晴天        ,['50'],2019/4/24 2:30 ,"['160171764 ', ' 2017-04-11加入']"                                  ,4
['云南迪庆']                                   ,老伴儿孩子热炕头的世俗生活是终极幸福啊……                                                                                                                                                                                                                                                                                                                                                            ,推荐      ,看过  ,桒              ,['40'],2019/4/27 0:23 ,"['mushishiginko ', ' 2008-05-17加入']"                              ,6
['上海']                                     ,24号上午就去看了。说真的，抱着全员死亡的心情去看得我，还是看哭了。我的铁人和寡姐！！！！                                                                                                                                                                                                                                                                                                                                    ,力荐      ,看过  ,kis语           ,['50'],2019/4/27 14:30,"['121939824 ', ' 2015-02-24加入']"                                  ,5
['北京']                                     ,我从来都不算漫威粉丝，我不熟悉漫画的设定，也未蹲过零点场首映，更没有特别喜欢过某一个英雄，但MCU电影从没落过，其中19部在影院观看，不下5部三刷以上。究其原因，漫威在新千年建立了一个前无古人的电影王朝，与星战、终结者、魔戒之于它们存在年代的意义别无二致，我们都是平常人，或多或少都有英雄梦，点燃这个梦的火种就是钢铁侠，十年过后，钢铁侠早已不单纯是个人物形象，他更像是精神图腾，提醒着我们这十年走过的路，这应该就是我、我们，如此沉浸其中的原因。所以，这10分，献给乳臭未干和高中同学周二翘课看钢1的我；献给因美队3结缘而恋情无终的我；献给曾经作为电影行业工作者而近距离接触他们的我。初代的结局肯定不会让所有人满意，或许MCU考虑过其他的方式，但我接受，这已是最好的终局，毕竟旅程再远，也要说拜。                      ,力荐      ,看过  ,SleepWalker    ,['50'],2019/4/24 22:59,"['44564069 ', ' 2010-08-09加入']"                                   ,7
['山东威海']                                   ,后半部分好看到我旁边那个一直用高音量给他女朋友科普的傻逼男生都顾不得回他女朋友话了。                                                                                                                                                                                                                                                                                                                                       ,力荐      ,看过  ,三竹             ,['50'],2019/4/24 20:26,"['166206403 ', ' 2017-08-31加入']"                                  ,15
['湖南郴州']                                   ,完了，全完了，今后，不会再有泰坦之子、宇宙计划生育委员会主任这些番号了。灭宝庆啊灭宝庆，你说你去惹复仇者联盟这帮混蛋干什么！漫威十周年大型年会，迄今为止出场角色最多，也是第一部没有彩蛋的漫威电影，真正的继往开来，承前启后之作，期待下一个十年。                                                                                                                                                                                                                                                        ,力荐      ,看过  ,Tom            ,['50'],2019/4/24 14:40,"['eokmiamia ', ' 2010-06-12加入']"                                  ,3
['湖北武汉']                                   ,"儿时就被套住的一个英雄梦迎来了最高光的时刻，想想以前为看而看的系列无趣爆米花片，都因为这部的编织而变得有意义起来，每个英雄身上作为普通人的有血有肉人性被充分发掘，可以说刻意煽情，我却觉得这是最触动人的最真实的英雄光环。
Avengers,assemble!"                                                                                                                                                                                                                                                                   ,力荐      ,看过  ,绿光             ,['50'],2019/4/25 18:56,"['pl321753 ', ' 2014-10-06加入']"                                   ,5
['北京']                                     ,有相聚 也有分离。三里屯美嘉九点场，出来也是在雨中了。                                                                                                                                                                                                                                                                                                                                                      ,推荐      ,看过  ,握不住的灵魂         ,['40'],2019/4/24 14:21,"['csp ', ' 2009-08-11加入']"                                        ,5
[]                                         ,昨晚哭着回来……                                                                                                                                                                                                                                                                                                                                                                         ,力荐      ,看过  ,?糖柯莉安          ,['50'],2019/4/26 8:09 ,"['DonCorleone ', ' 2006-03-23加入']"                                ,1
['北京']                                     ,表白朗爹！大家各得其所，另外我好奇灭霸在里边是不是盘核桃了？                                                                                                                                                                                                                                                                                                                                                   ,力荐      ,看过  ,考拉赵小胖?         ,['50'],2019/4/24 3:37 ,"['agneskoala ', ' 2008-01-22加入']"                                 ,3
['上海']                                     ,这已经超越一部电影了，甚至超越了所谓系列电影终结篇的这个概念，化身一场联结每一部漫威电影记忆的致敬仪式。他亲自带你回到这十年来那些重要的时刻，亲自为你抹去那些“意难平”，亲自给了几乎所有人一个最好的结局。啊，我的人生里也终于有真正是这个时代的一段系列电影史诗了啊。                                                                                                                                                                                                                                             ,推荐      ,看过  ,诸葛钢铁           ,['40'],2019/4/24 19:21,"['64740791 ', ' 2012-09-17加入']"                                   ,0
"['Helsinki (Helsingfors), Finland']"      ,w/cb 真的庆幸买了首映场 好多人啊 还买了配套的杯子和爆米花桶哈哈哈 nerd到疯魔 虽然比国内晚了两天但好在一直没有被剧透 不得不说美队的pp确实是american ass hailhydro笑死 深藏功与名 美队拿起xx时大家都惊声尖叫 后头哭惨了呜呜呜！一个时代的告别 放每个演员的签名太戳了 最后没有彩蛋呜呜呜 之前都有的... 感谢漫威给我们带来的感动和欢笑 怀念斯坦里老爷子 三小时不显长 看完半躺在cb车上 感到一丝疲惫 可能因为不知不觉感情上倾注得有些用力了吧 （最好笑短评“女朋友没哭的话注意一下了（ps最近看到一个日本浮世绘风格的超级英雄们 有、意思 名号都很符合 like铁武者八十五号 米国团长 雷神彻 蚁义贼 流浪人鹰眼～ （晚上sv给我打电话 爱你3000次                        ,力荐      ,看过  ,Tracked        ,['50'],2019/4/26 11:00,"['Dale.Kenny ', ' 2008-02-23加入']"                                 ,3
['北京']                                     ,I love you three thousand times.                                                                                                                                                                                                                                                                                                                                                 ,力荐      ,看过  ,Amiko。柒。       ,['50'],2019/4/24 20:33,"['3514514 ', ' 2009-01-18加入']"                                    ,3
['北京']                                     ,冲情怀打满分，高潮段落此起彼伏，黑寡妇钢铁侠相继阵亡，加上绿巨人被辐射成残疾，这种扑面而来的壮烈感，为了全宇宙前赴后继舍身取义的大无畏英雄主义，怎么也足够我们肃然起敬。当然作为电影本身bug也不少，剧情上对不熟悉漫威宇宙的观众可以说很不友好，但是作为收官落幕之作，本片交上了一份相当不错的答卷，足以抚慰漫迷孜孜以求的内心。PS 现实的焦虑与竞争体现在漫威宇宙里，混沌本是宇宙本质，无论穿越还是拯救，都是每个渺小人类逼不得已的选择，为了生存拼了！                                                                                                                                                   ,力荐      ,看过  ,瑞波恩            ,['50'],2019/4/28 12:03,"['39690610 ', ' 2010-04-25加入', '\n        ', '\n']"               ,4
['北京']                                     ,首尾呼应，一个时代的终结。最喜欢的一对cp居然幸福的生活在了一起。                                                                                                                                                                                                                                                                                                                                                ,力荐      ,看过  ,喵老师2333        ,['50'],2019/4/24 3:21 ,"['York29 ', ' 2009-07-04加入']"                                     ,4
"['Tōkyō, Japan']"                         ,娜塔莎，托尼，我们赢了哦。                                                                                                                                                                                                                                                                                                                                                                    ,力荐      ,看过  ,efu*chan       ,['50'],2019/4/25 23:37,"['natsukitohno ', ' 2011-02-12加入']"                               ,7
['Fiji']                                   ,“搞不好到2019年还是一个人在刷漫威”这条热评就是预言……                                                                                                                                                                                                                                                                                                                                                   ,力荐      ,看过  ,山绿紫姬子          ,['50'],2019/4/30 16:17,"['46633228 ', ' 2010-10-14加入']"                                   ,1
['江苏连云港']                                  ,"And i am   iron man...
漫威十年，不说“再见”
"                                                                                                                                                                                                                                                                                                                                                          ,力荐      ,看过  ,影谜心            ,['50'],2019/4/24 2:53 ,"['165206740 ', ' 2017-08-11加入']"                                  ,5
['浙江杭州']                                   ,我最喜欢的角色居然为了宝石死了？？？让我哭一会。                                                                                                                                                                                                                                                                                                                                                         ,力荐      ,看过  ,老橡树与小男孩        ,['50'],2019/4/28 15:45,"['luoyunxiang72 ', ' 2014-01-19加入']"                              ,1
[]                                         ,感动的点很多，但是结尾有强行退场之嫌。      希望26岁那年有一辆奥迪RS7。                                                                                                                                                                                                                                                                                                                                        ,力荐      ,看过  ,Godbulary      ,['50'],2019/4/24 1:08 ,"['157913798 ', ' 2017-02-17加入']"                                  ,8
['北京']                                     ,比预期的要好很多，本作多了很多情感戏很感人，比如雷神和母亲，鹰眼和家人，当然还有钢铁侠的牺牲那部分最感人。看的是漫威粉丝专场，气氛和反映要比普通场好很多，最后决战部分所有消失英雄回归的时候，全场大鼓掌和惊呼。                                                                                                                                                                                                                                                                         ,推荐      ,看过  ,奶 牛 嘎          ,['40'],2019/4/24 22:30,"['skacow ', ' 2007-10-20加入']"                                     ,2
"['San Francisco Bay Area, United States']",成年以后偶然发现一部钢铁侠开始看了美队雷神找到联系发现新大陆似的到处给人安利反响平平，过了多年变成一段传奇，被别人当成童年回忆，还挺有年华老去的沧桑的。看着看着场面变成《魔戒》，但其实毕业集的感觉更像是《哈利波特》或是《GOT》第八季刚刚过去的第二集。大家都有各自的归宿，有了离别的预期也没有伤感。几处燃点全场欢呼，意犹未尽。妇联名副其实一起站了个场队长还剪了短发，本命即使变肥宅也最终登上了同一艘船，小蜘蛛也马上要愉快地放暑假。Tomorrow's gonna be another day.                                                                                                                          ,推荐      ,看过  ,孟飞升            ,['40'],2019/4/26 13:53,"['mfcndw ', ' 2007-02-12加入']"                                     ,3
['北京']                                     ,一切因钢铁侠而起，一切因他而终。                                                                                                                                                                                                                                                                                                                                                                 ,力荐      ,看过  ,Chance         ,['50'],2019/4/25 1:14 ,"['57514530 ', ' 2012-01-04加入']"                                   ,5
[]                                         ,全程都在跟随着时间机器的脚步回顾我过去的十年。从初三体育考试那天复仇者联盟一上映，后来不知道哪个年级和家人一起去看钢铁侠二，再到大二一个人去影院看美队三。去年也是赶来影院看早场复联三，那时候对自己去哪个国家读书、究竟读什么专业还一头雾水。现在已经明晰。我好感谢这十年有marvel的陪伴，今天，不夸张的讲，我的泪水持续了这三个小时。当战场上出现无数个金色圆圈、之前消失的复仇者们一个个从圆圈里走出时，我几乎痛哭流涕。感谢感谢你们的陪伴，辛苦啦！初代复仇者联盟！                                                                                                                                           ,力荐      ,看过  ,squareshan     ,['50'],2019/4/24 11:12,"['88192956 ', ' 2014-05-02加入']"                                   ,3
